00192;[('THE', 0.018794977205853335), ('SIGNIFIC', 0.029084487480599743), ('CYSTIC', 0.004559262513043132), ('FIBROSI', 0.004527761079460791), ('ANALYSI', 0.04815643712415749), ('LUNG', 0.10900352209997245), ('ONE', 0.02709096293164327), ('COMPAR', 0.029805619634939703), ('SUGGEST', 0.05678640796028403), ('CORREL', 0.040122445876004074), ('RESULT', 0.02347538514838753), ('VALU', 0.03494173149533268), ('CHILDREN', 0.02249573828138182), ('DISEAS', 0.034468337044689656), ('MEASUR', 0.09568889686511826), ('POSSIBL', 0.03407381503768878), ('DETECT', 0.03483074348619852), ('TEST', 0.025498936579403844), ('COULD', 0.03839294027921472), ('EARLI', 0.09216042713552686), ('DIFFER', 0.22815945542309937), ('ROUTIN', 0.06297762486892738), ('INCREAS', 0.02387243419032399), ('CAPAC', 0.11085566164985722), ('PRESENT', 0.025498936579403844), ('NEARLI', 0.07579357406259593), ('HIGHER', 0.03923531879643895), ('TERM', 0.06297762486892738), ('PROBLEM', 0.04629856483282845), ('CONSIDER', 0.05505245246765336), ('MAY', 0.022924060055149492), ('UNIT', 0.060233166848324755), ('RELATIONSHIP', 0.05397442463687476), ('GENER', 0.04074116971806003), ('ADVANC', 0.06555250139318174), ('ABNORM', 0.030905496564869364), ('PULMONARI', 0.03294959897387144), ('DECREAS', 0.03839294027921472), ('ALVEOLAR', 0.08193591417288486), ('BECAUS', 0.06182519320056418), ('ACCOUNT', 0.06239147230905288), ('FUNCTION', 0.03407381503768878), ('VOLUM', 0.09994203407104339), ('FLOW', 0.11162367864267266), ('ARTERI', 0.1966575041795452), ('CURV', 0.06626340161218224), ('REDUCT', 0.06182519320056418), ('FRACTION', 0.05139954811262041), ('CAUS', 0.03645598887607401), ('EXPLAIN', 0.11403971435433605), ('HALF', 0.06700590758123556), ('ASSESS', 0.04891011235736444), ('SUPPORT', 0.046744021469359805), ('STANDARD', 0.11664419645133356), ('TAKE', 0.07035783741657789), ('VIEW', 0.06626340161218224), ('PERFUS', 0.08870865490579567), ('RETENT', 0.08017601068978196), ('UPTAK', 0.07340326995687114), ('TECHNIC', 0.07340326995687114), ('ADJUST', 0.09175408744608893), ('SUBLINGU', 0.2141189447900269), ('DIFFUS', 0.1542611562989774), ('VENTILATION-PERFUS', 0.2141189447900269), ('RECOMMEND', 0.0694547183454424), ('TEMPERATUR', 0.23575195301262764), ('DISSOCI', 0.08193591417288486), ('EXCEL', 0.0771305781494887), ('ARTERIAL-ALVEOLAR', 0.23727509830264085), ('PN2', 0.7118252949079226), ('ALVEOLAR-', 0.11863754915132042), ('PO2', 0.4774069781935325), ('PCO2', 0.190962791277413), ('STAGE', 0.07035783741657789), ('VENTILATION-', 0.11863754915132042), ('IMBAL', 0.10028673166210265), ('GAS-FIL', 0.11863754915132042), ('INEQU', 0.2141189447900269), ('CO2', 0.10028673166210265), ('SUPERIOR', 0.10028673166210265)]
00090 ;[('THE', 0.006264992401951112), ('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('PATIENT', 0.01532423522329377), ('CLINIC', 0.027021509052287025), ('USE', 0.04446701888688146), ('MAXIMUM', 0.07035783741657789), ('SUGGEST', 0.028393203980142015), ('ACCEPT', 0.06358509668366708), ('TEST', 0.025498936579403844), ('COULD', 0.03839294027921472), ('INTERMITT', 0.0771305781494887), ('EFFECT', 0.031169939564255813), ('THERAPI', 0.11684933891863912), ('RECENT', 0.04969940724754143), ('PROVE', 0.059250316676309825), ('TREATMENT', 0.034179870212503745), ('CLOSE', 0.05660740081594598), ('PULMONARI', 0.03294959897387144), ('LONGER', 0.07131259063677142), ('LITTL', 0.05832209822566678), ('PREVIOUS', 0.0520070199273601), ('DATA', 0.0417144722282435), ('CONFIRM', 0.046744021469359805), ('EMPLOY', 0.057019857177168023), ('FUNCTION', 0.03407381503768878), ('VOLUM', 0.049971017035521696), ('FLOW', 0.05581183932133633), ('SENSIT', 0.0520070199273601), ('EXPIRATORI', 0.061277484003848394), ('CURV', 0.06626340161218224), ('RESPECT', 0.05329254898455047), ('AEROSOL', 0.21697572637827767), ('MIST', 0.26612596471738703), ('TENT', 0.08613377838154132), ('MUCH', 0.05432609307686975), ('OBVIOU', 0.07858398433754255), ('BENEFIT', 0.06778296089232354), ('ABANDON', 0.10705947239501346), ('FORMERLI', 0.10705947239501346), ('BELIEV', 0.07232524212609255), ('HARM', 0.18350817489217786), ('KNOW', 0.0771305781494887), ('MONITOR', 0.07340326995687114), ('LEARN', 0.09175408744608893), ('DISPROV', 0.10705947239501346), ('RATIONAL', 0.10028673166210265)]
00275;[('THE', 0.012529984803902224), ('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('COMPAR', 0.029805619634939703), ('NORMAL', 0.05580039025933647), ('CHILDREN', 0.1574701679696727), ('MEASUR', 0.06379259791007885), ('THERE', 0.040428943171053125), ('FOUND', 0.024877912119767042), ('LYMPHOCYT', 0.32435312870428723), ('PERIPHER', 0.07035783741657789), ('CONTRAST', 0.05660740081594598), ('THESE', 0.03483074348619852), ('ASTHMA', 0.05329254898455047), ('LESS', 0.040122445876004074), ('JUVENIL', 0.2752622623382668), ('AVERAG', 0.11403971435433605), ('ARTHRITI', 0.258401335144624), ('CIRCUL', 0.06700590758123556), ('DIAMET', 0.3670163497843557), ('RHEUMATOID', 0.26612596471738703), ('MICRON', 0.32117841718504037)]
00874 ;[('THE', 0.012529984803902224), ('SIGNIFIC', 0.029084487480599743), ('AERUGINOSA', 0.046971285300533655), ('INFECT', 0.07518202371434328), ('CYSTIC', 0.004559262513043132), ('FIBROSI', 0.004527761079460791), ('PATIENT', 0.007662117611646885), ('SERUM', 0.028544369119697106), ('SIGNIFICANTLI', 0.07242780597540277), ('CONTROL', 0.02223350944344073), ('ASSOCI', 0.036213902987701385), ('AGE', 0.06550616673401363), ('YEAR', 0.06492515612705625), ('REPORT', 0.03171172653650985), ('HEALTHI', 0.04815643712415749), ('FOUND', 0.07463373635930112), ('DIFFER', 0.022815945542309937), ('ALSO', 0.03064517492323481), ('GROUP', 0.027801863150643775), ('CHRONIC', 0.03483074348619852), ('BLOOD', 0.043849754068621634), ('BACTERIA', 0.06358509668366708), ('HIGHER', 0.03923531879643895), ('MUCOID', 0.057876641589135414), ('HUMAN', 0.04502932405963901), ('LESS', 0.08024489175200815), ('BABI', 0.06859793393347499), ('ANTIBODI', 0.05397442463687476), ('SERIOU', 0.06859793393347499), ('FREQUENC', 0.15331170256867382), ('RESPONS', 0.036334507366657484), ('GENE', 0.09680780578719266), ('PHENOTYP', 0.06626340161218224), ('TYPE', 0.046519808251639656), ('MATERI', 0.06297762486892738), ('DONOR', 0.08390331888239952), ('DANISH', 0.10705947239501346), ('0-30', 0.11863754915132042), ('C3F', 0.3559126474539613), ('20-24', 0.11863754915132042)]
00603 ;[('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('PANCREAT', 0.070106923809389), ('THERE', 0.040428943171053125), ('YEAR', 0.032462578063528126), ('RECOVERI', 0.07340326995687114), ('REPORT', 0.03171172653650985), ('OLD', 0.07035783741657789), ('EVID', 0.042748016320562784), ('SYNDROM', 0.0520070199273601), ('WHITE', 0.06297762486892738), ('LED', 0.06421549730628896), ('ADVANC', 0.06555250139318174), ('TREATMENT', 0.034179870212503745), ('ORAL', 0.060233166848324755), ('INVOLV', 0.038121330491234465), ('DYSFUNCT', 0.06626340161218224), ('MAN', 0.07455570162523435), ('PROXIM', 0.17226755676308264), ('RENAL', 0.13719586786694998), ('VITAMIN', 0.060233166848324755), ('FULL', 0.08017601068978196), ('SECONDARI', 0.053630007611762204), ('HEPAT', 0.06859793393347499), ('PARENTER', 0.08870865490579567), ('SUPPLEMENT', 0.06239147230905288), ('ACIDOSI', 0.10705947239501346), ('RICKET', 0.0954813956387065), ('HYPERPARATHYROID', 0.10705947239501346), ('TUBULAR', 0.190962791277413), ('AMINOACIDURIA', 0.11863754915132042), ('PHOSPHATURIA', 0.11863754915132042), ('HYPOPHOSPHATEMIA', 0.10705947239501346), ('RACHIT', 0.11863754915132042)]
01162 ;"[('THE', 0.006264992401951112), ('SIGNIFIC', 0.029084487480599743), ('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('PATIENT', 0.007662117611646885), ('MEAN', 0.07078641708845337), ('ANALYSI', 0.04815643712415749), ('CONCENTR', 0.13062274323488957), ('SERUM', 0.05708873823939421), ('CONTROL', 0.02223350944344073), ('MANI', 0.04502932405963901), ('RESULT', 0.04695077029677506), ('DISEAS', 0.017234168522344828), ('YEAR', 0.032462578063528126), ('THI', 0.02601293510086467), ('REPORT', 0.03171172653650985), ('TWO', 0.028928377616104835), ('TEST', 0.025498936579403844), ('DIFFER', 0.022815945542309937), ('SEEM', 0.050247116444257216), ('DISTRIBUT', 0.11240976827203313), ('GROUP', 0.05560372630128755), ('RANG', 0.046519808251639656), ('TOTAL', 0.04205193085545524), ('FACTOR', 0.07101602120764278), ('SHOW', 0.06305834268652266), ('CONSIDER', 0.05505245246765336), ('MAY', 0.022924060055149492), ('INDEX', 0.06297762486892738), ('AGE-MATCH', 0.07232524212609255), ('SEVER', 0.030559294868146656), ('STATIST', 0.060233166848324755), ('RECENT', 0.04969940724754143), ('ACID', 0.07466407120211495), ('PROVID', 0.04743530496981753), ('AFFECT', 0.04188234935910697), ('OBSERV', 0.02877371323406929), ('STATE', 0.04743530496981753), ('RATHER', 0.057876641589135414), ('FUNCTION', 0.06814763007537757), ('SENSIT', 0.0520070199273601), ('HOWEV', 0.0382565833267282), ('EXPLAIN', 0.057019857177168023), ('VARIETI', 0.057876641589135414), ('SINGL', 0.05296177314755364), ('ASSESS', 0.04891011235736444), ('LIVER', 0.156957739423101), ('SITUAT', 0.07131259063677142), ('SIZE', 0.07035783741657789), ('TOWARD', 0.06239147230905288), ('WORKER', 0.08870865490579567), ('BILE', 0.1297412514817149), ('POOL', 0.07340326995687114), ('DERANG', 0.08870865490579567), ('WAY', 0.0694547183454424), ('CHALLENG', 0.08193591417288486), ('POSTPRANDI', 0.10028673166210265), ('WIDER', 0.0954813956387065), ('2-HOUR', 0.11863754915132042), ('TSBA', 0.4745501966052817), (""'CONVENT"", 0.11863754915132042), ('MICROMOL/L', 0.23727509830264085), ('UNSPECTACULAR', 0.11863754915132042)]"
01129 ;[('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('PATIENT', 0.03064847044658754), ('STUDI', 0.03822040868580151), ('MEAN', 0.07078641708845337), ('SERUM', 0.028544369119697106), ('EVALU', 0.04188234935910697), ('USE', 0.02223350944344073), ('COMPAR', 0.05961123926987941), ('CONTROL', 0.08893403777376292), ('ACTIV', 0.08384324203083197), ('VALU', 0.10482519448599806), ('LEVEL', 0.08941685890481911), ('DETERMIN', 0.03550801060382139), ('ADULT', 0.0851425132804218), ('CHILDREN', 0.04499147656276364), ('ASSOCI', 0.036213902987701385), ('DISEAS', 0.017234168522344828), ('AGE', 0.19651850020204092), ('YEAR', 0.09738773419058439), ('REPORT', 0.03171172653650985), ('HEALTHI', 0.04815643712415749), ('FOUND', 0.024877912119767042), ('DIAGNOST', 0.050813395552745916), ('OLD', 0.07035783741657789), ('INCREAS', 0.07161730257097197), ('CONCLUD', 0.05296177314755364), ('GROUP', 0.027801863150643775), ('CHRONIC', 0.03483074348619852), ('EXAMIN', 0.037461021832118545), ('HIGHER', 0.03923531879643895), ('ACCORD', 0.06421549730628896), ('DEPEND', 0.11850063335261965), ('SHOW', 0.03152917134326133), ('RECENT', 0.04969940724754143), ('OBSERV', 0.02877371323406929), ('HIGH', 0.03853041952376466), ('FEEL', 0.07035783741657789), ('DATA', 0.0417144722282435), ('SINC', 0.041548265544295714), ('LOWER', 0.040428943171053125), ('OUR', 0.05296177314755364), ('CONFIRM', 0.046744021469359805), ('COMPARISON', 0.052637420549981995), ('ENZYM', 0.03866903968795024), ('OLDER', 0.057019857177168023), ('DEFINIT', 0.07340326995687114), ('CRITERIA', 0.07035783741657789), ('PUBLISH', 0.07232524212609255), ('MUCH', 0.05432609307686975), ('UNFORTUN', 0.09175408744608893), ('TEND', 0.06626340161218224), ('AL.', 0.07858398433754255), ('ADEQU', 0.06421549730628896), ('PRIMARILI', 0.07858398433754255), ('EARLIER', 0.06421549730628896), ('COLLEAGU', 0.08017601068978196), ('CYSTIC-FIBROSI', 0.0771305781494887), ('INAPPROPRI', 0.09175408744608893), ('OPINION', 0.09175408744608893), ('WHILE', 0.07579357406259593), ('ANGIOTENSIN-CONVERT', 0.11863754915132042), ('SACE', 0.8564757791601076), ('ROMER', 0.3559126474539613), ('GRANULOMAT', 0.10705947239501346), ('CGD', 0.32117841718504037), ('PAEDEATR', 0.11863754915132042)]
00032 ;[('THE', 0.006264992401951112), ('CYSTIC', 0.004559262513043132), ('FIBROSI', 0.004527761079460791), ('CLINIC', 0.027021509052287025), ('LUNG', 0.07266901473331497), ('CHANG', 0.036825826137289366), ('SALIVARI', 0.05973451388046446), ('NORMAL', 0.01860013008644549), ('CONDIT', 0.03785406664679877), ('DISEAS', 0.017234168522344828), ('TWO', 0.028928377616104835), ('SWEAT', 0.036825826137289366), ('CHRONIC', 0.03483074348619852), ('DESCRIB', 0.0423963478805678), ('SHOW', 0.03152917134326133), ('OBSTRUCT', 0.04462680737970959), ('PATHOLOG', 0.053630007611762204), ('ABNORM', 0.030905496564869364), ('CHILD', 0.04815643712415749), ('INDISTINGUISH', 0.08613377838154132), ('UNKNOWN', 0.05973451388046446), ('ELECTROLYT', 0.052637420549981995), ('NEITHER', 0.07340326995687114), ('SISTER', 0.10028673166210265), ('FATAL', 0.07455570162523435), ('ORIGIN', 0.05832209822566678), ('HISTOLOG', 0.07035783741657789), ('GLAND', 0.04720168390396395), ('EXPECT', 0.061277484003848394), ('BOWEL', 0.06778296089232354), ('SYMPTOM', 0.046971285300533655), ('PANCREA', 0.04743530496981753), ('NECROPSI', 0.0954813956387065)]
00164 ;[('THE', 0.006264992401951112), ('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('PATIENT', 0.038310588058234424), ('STUDI', 0.03822040868580151), ('CLINIC', 0.027021509052287025), ('RESULT', 0.02347538514838753), ('CHILDREN', 0.02249573828138182), ('THI', 0.02601293510086467), ('THREE', 0.07624266098246893), ('DIFFER', 0.022815945542309937), ('SMALL', 0.046744021469359805), ('INCREAS', 0.02387243419032399), ('GROUP', 0.08340558945193133), ('CELL', 0.03324877653439523), ('ABIL', 0.06182519320056418), ('RESIST', 0.05620488413601656), ('ANTIBODI', 0.05397442463687476), ('MANIFEST', 0.049971017035521696), ('VACCIN', 0.2517099566471986), ('RESPONS', 0.036334507366657484), ('GRAM-NEG', 0.16780663776479904), ('BACILLI', 0.2005734633242053), ('WHOLE', 0.05744275657337815), ('NEED', 0.04969940724754143), ('BURN', 0.08870865490579567), ('SEVEN', 0.05620488413601656), ('PRELIMINARI', 0.07455570162523435), ('VEIN', 0.10028673166210265), ('MULTIVAL', 0.11863754915132042), ('HEAT-KIL', 0.10705947239501346), ('TOLER', 0.0771305781494887), ('EVOK', 0.10705947239501346), ('UNDERGO', 0.08193591417288486), ('CORONARI', 0.10028673166210265), ('GRAFT', 0.11863754915132042)]
00571 ;[('THE', 0.012529984803902224), ('RESPIRATORI', 0.040899499187092035), ('CYSTIC', 0.002279631256521566), ('FIBROSI', 0.0022638805397303956), ('STUDI', 0.019110204342900755), ('ADDIT', 0.0423963478805678), ('USE', 0.02223350944344073), ('DEMONSTR', 0.03785406664679877), ('ONE', 0.02709096293164327), ('CORREL', 0.040122445876004074), ('RESULT', 0.02347538514838753), ('DISEAS', 0.017234168522344828), ('MIX', 0.0694547183454424), ('SALIVA', 0.11162367864267266), ('POSSIBL', 0.03407381503768878), ('HETEROZYGOT', 0.07315672073570104), ('DIFFER', 0.045631891084619874), ('ERROR', 0.07035783741657789), ('MULTIPL', 0.06778296089232354), ('PRESENT', 0.025498936579403844), ('EXAMIN', 0.037461021832118545), ('INHIBIT', 0.04969940724754143), ('MAY', 0.022924060055149492), ('OCCUR', 0.040274991538219514), ('SEVER', 0.030559294868146656), ('GENER', 0.04074116971806003), ('ABNORM', 0.09271648969460809), ('OBSERV', 0.08632113970220787), ('ORGAN', 0.046971285300533655), ('CHARACTERIST', 0.050247116444257216), ('REDUC', 0.046971285300533655), ('OXYGEN', 0.1446504842521851), ('QUANTIT', 0.05170052263231105), ('ELECTROLYT', 0.052637420549981995), ('BIOCHEM', 0.16628349247478583), ('CONSIST', 0.04743530496981753), ('GLAND', 0.04720168390396395), ('ELECTRON', 0.07340326995687114), ('FORMAT', 0.06778296089232354), ('HOMOZYGOT', 0.10105571279170669), ('INFORM', 0.05973451388046446), ('MECHAN', 0.04791258412296445), ('RESPONS', 0.07266901473331497), ('NECESSARI', 0.06700590758123556), ('EXOCRIN', 0.050247116444257216), ('PRIMARI', 0.052637420549981995), ('OBLIG', 0.05542783082492861), ('TRANSFER', 0.09175408744608893), ('DIMINISH', 0.07131259063677142), ('REACTION', 0.11321480163189196), ('HANDL', 0.08193591417288486), ('MOLECUL', 0.06778296089232354), ('INTACT', 0.07858398433754255), ('MOLECULAR', 0.059250316676309825), ('INTERFER', 0.1491114032504687), ('POWER', 0.10028673166210265), ('BRINE', 0.10705947239501346), ('SHRIMP', 0.10705947239501346), ('ENERGI', 0.08870865490579567), ('CONSUMPT', 0.08193591417288486), ('BIOSYNTHET', 0.10028673166210265), ('LARVAL', 0.11863754915132042), ('MOUTH', 0.10028673166210265), ('FUEL', 0.11863754915132042)]
